model_pair,benchmark,condition,cond_type,run,item_id,correct,token_ids,n_tokens,accept_rate,construct,analysis_source,temperature,source_item_id
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,A,spec,0,gsm8k_proj_171,0,43212 39506 4279 315 279 220 19 23 67342 773 1052 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 13 43212 5927 220 17 20 67342 311 21707 696 594 26306 11 773 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 13 43212 2937 39506 220 16 17 315 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 1221 3694 2441 220 21 67342 311 279 26306 773 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 52913 374 26792 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 15739 19325 304 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 566 3880 25 220 18 15 19325 353 220 17 33319 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 29595 5610 220 24 6303 22601 11 220 17,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,B,spec,0,gsm8k_proj_171,0,43212 39506 4279 315 279 220 19 23 67342 773 1052 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 13 43212 5927 220 17 20 67342 311 21707 696 594 26306 11 773 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 13 43212 2937 39506 220 16 17 315 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 1221 3694 2441 220 21 67342 311 279 26306 773 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 52913 374 26792 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 15739 19325 304 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 566 3880 25 220 18 15 19325 353 220 17 33319 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 29595 5610 220 24 6303 22601 11 220 17,256,0.01953125,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_090,spec,0,gsm8k_proj_171,0,21707 15102 4279 315 279 220 19 23 67342 892 566 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 13 21707 5927 220 17 19 67342 311 279 696 773 26306 773 773 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 304 43212 1221 39506 220 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 3694 3694 220 220 21 67342 311 279 26306 773 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 1655 10788 26792 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 1246 1372 315 220 18 15 481 61600 304 220 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 3311 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 33319 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 1416 2906 5610 1378 24 6303 22601 11 220 17,256,0.01171875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,0,gsm8k_proj_171,0,21707 11 4279 315 21707 67342 19 23 67342 11 1052 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 13 21707 3697 220 17 20 315 311 279 696 773 26306 12678 773 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 304 43212 39506 39506 220 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 9664 13 21707 696 3694 3694 2441 220 21 67342 311 279 26306 11 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 1925 10788 29508 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 15739 19325 304 279 7162 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 342 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 3654 2480 1378 24 6303 22601 11 220 17,256,0.015625,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,0,gsm8k_proj_171,0,21707 11 4279 315 21707 67342 19 23 67342 11 1052 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 13 21707 3697 220 17 20 315 311 279 696 773 26306 12678 773 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 304 43212 39506 39506 220 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 9664 13 21707 696 3694 3694 2441 220 21 67342 311 279 26306 11 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 1925 10788 29508 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 15739 19325 304 279 7162 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 342 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 3654 2480 1378 24 6303 22601 11 220 17,256,0.015625,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_060,spec,0,gsm8k_proj_171,0,21707 11 220 315 279 67342 19 23 67342 504 566 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 13 21707 1221 220 17 19 67342 311 279 696 773 26306 773 12942 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 304 43212 3867 39506 2441 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 13 13 21707 696 3694 3694 2441 220 21 67342 311 279 26306 11 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 13 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 641 702 26792 705 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 481 26992 304 220 3015 18477 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 33319 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 2205 2480 1378 24 6303 22601 11 220 17,256,0.015625,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_030,temp,0,gsm8k_proj_171,0,21707 39506 4279 315 279 67342 19 23 67342 11 566 1033 220 19 23 608 220 17 284 220 17 19 67342 2115 304 21707 3697 220 17 19 67342 311 279 696 773 26306 773 773 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 304 43212 1221 3867 220 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 3694 3694 220 220 21 67342 311 279 26306 11 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 3862 374 3259 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 481 19325 304 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 33319 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 1874 315 1378 24 6303 22601 11 220 17,256,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_050,temp,0,gsm8k_proj_171,0,43212 39506 4279 315 279 220 19 23 67342 11 566 1033 220 19 23 608 220 17 284 220 17 19 67342 9664 304 21707 5927 220 17 19 315 279 279 696 594 26306 773 892 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 13 43212 1221 3867 2441 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 3694 3694 220 220 21 67342 311 279 26306 11 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 13079 374 3259 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 15739 19325 304 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 342 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 1803 315 1378 24 6303 22601 11 220 17,256,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_070,temp,0,gsm8k_proj_171,0,43212 39506 4279 315 21707 220 19 23 67342 11 429 1033 220 19 23 608 220 17 284 220 17 19 67342 9664 1283 21707 5927 1045 17 19 315 279 279 696 594 26306 773 892 1052 1033 220 17 19 488 220 17 20 284 220 19 24 67342 13 43212 1221 3867 2441 16 17 67342 279 67342 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 3694 5927 220 220 21 67342 311 279 26306 311 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 624 58 14582 60 32631 374 3259 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 1372 315 220 18 15 15739 19325 315 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 342 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 362 1803 315 1378 24 6303 22601 11 220 17,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_100,temp,0,gsm8k_proj_171,0,29438 39506 4279 315 21707 220 19 23 67342 11 279 1033 220 19 23 608 220 17 284 220 17 19 67342 9664 4221 21707 5927 4279 17 19 315 11 279 696 594 26306 773 7842 566 1033 220 17 20 488 220 17 20 284 220 19 24 67342 13 21707 1221 3867 2441 16 17 67342 279 501 773 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 2115 13 21707 696 3694 39506 220 220 21 67342 311 279 26306 323 1052 1033 220 18 22 488 220 21 284 220 19 18 67342 304 279 26306 13 576 4226 374 220 19 18 382 58 14582 60 49229 702 3259 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 5338 1477 279 2790 315 220 18 15 15739 19325 18477 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 608 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 4362 3880 25 220 18 15 19325 353 220 17 342 608 13348 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 576 1874 315 1378 24 6303 22601 11 220 17,256,1.0,math_reasoning,projected_gsm8k_200,1.0,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_150,temp,0,gsm8k_proj_171,0,21806 29812 4279 315 21707 220 19 23 67342 323 279 1033 220 19 23 608 220 17 284 220 17 19 67342 9664 47943 21707 22192 4279 17 19 315 11 279 696 594 26306 773 9380 304 1033 264 17 20 488 220 17 20 284 220 19 24 67342 304 3197 1221 1865 2441 16 17 67342 279 220 892 1052 1033 220 19 24 481 220 16 17 284 220 18 22 67342 1730 369 4636 696 3694 57604 220 220 21 67342 25 279 26306 323 566 1033 220 18 22 488 220 21 284 220 19 18 67342 2115 279 26306 13 576 4226 374 220 19 18 382 58 14582 60 57734 1483 3259 264 7162 315 3691 6177 13 1260 3880 311 912 220 17 33319 315 60103 369 1449 220 18 15 15739 315 3015 13 1416 566 11367 220 24 15 15 15739 315 3015 11 1246 1753 60103 1558 566 912 5267 58 16141 60 2461 1477 279 5025 315 220 18 15 15739 19325 18477 279 3015 25 220 24 15 15 15739 608 220 18 15 15739 284 13348 284 220 18 15 19325 13 5005 30270 429 1372 553 279 1372 315 33319 315 60103 817 13348 311 1477 279 2790 3311 315 60103 566 3880 25 220 18 15 19325 353 220 17 342 608 15388 284 220 21 15 33319 13 576 4226 374 220 21 15 624 48 25 1416 1874 374 1378 19 6303 22601 11 220 17,256,1.0,math_reasoning,projected_gsm8k_200,1.5,gsm8k_6
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,A,spec,0,gsm8k_proj_172,0,7487 10788 220 16 21 11794 63456 49212 13 1260 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 43 14385 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 279 3054 369 220 23 353 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 369 220 23 481 220 17 284 220 21 4115 13 2055 11 88843 572 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 3757 49531 220 20 23069 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,B,spec,0,gsm8k_proj_172,0,7487 10788 220 16 21 11794 63456 49212 13 1260 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 43 14385 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 279 3054 369 220 23 353 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 369 220 23 481 220 17 284 220 21 4115 13 2055 11 88843 572 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 3757 49531 220 20 23069 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,0.0546875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_090,spec,0,gsm8k_proj_172,0,7487 10788 220 16 21 488 63456 49212 488 1260 10788 220 16 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 11794 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 3862 6215 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 81834 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 279 3054 369 220 23 4115 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 369 220 23 481 220 17 284 220 21 4115 13 2055 304 88843 572 15826 369 220 21 4115 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 7801 49531 220 16 78531 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,0.0546875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_080,spec,0,gsm8k_proj_172,0,7487 10788 220 16 21 488 63456 49212 488 7487 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 382 58 14582 60 40344 25196 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 369 3054 369 220 23 353 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 279 220 23 481 220 17 284 220 21 4115 13 2055 304 304 7391 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 758 1483 220 17 78531 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,0.0546875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_070,spec,0,gsm8k_proj_172,0,7487 10788 220 16 21 488 63456 49212 488 7487 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 382 58 14582 60 40344 25196 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 369 3054 369 220 23 353 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 279 220 23 481 220 17 284 220 21 4115 13 2055 304 304 7391 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 758 1483 220 17 78531 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,0.0546875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,C_060,spec,0,gsm8k_proj_172,0,7487 10788 220 16 21 488 63456 49212 13 1260 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 369 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 11794 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 641 64721 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 323 279 3054 369 220 23 4115 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 279 220 23 481 220 17 284 220 21 4115 13 2055 304 88843 572 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 362 49531 220 18 23069 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 1260 23069 2783 220 20 353 220 18 284 400,256,0.0546875,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_030,temp,0,gsm8k_proj_172,0,7487 10788 220 16 21 488 63456 49212 488 1260 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 32 1541 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 279 3054 369 220 23 4115 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 369 220 23 481 220 17 284 220 21 4115 13 2055 304 88843 572 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 362 49531 220 16 78531 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,1.0,math_reasoning,projected_gsm8k_200,0.3,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_050,temp,0,gsm8k_proj_172,0,7487 10788 220 16 21 11794 63456 49212 488 1260 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 32 1541 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 369 3054 369 220 23 4115 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 369 220 23 481 220 17 284 220 21 4115 13 2055 304 88843 572 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 362 27627 220 16 78531 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,1.0,math_reasoning,projected_gsm8k_200,0.5,gsm8k_19
Qwen2.5-0.5B→Qwen2.5-7B,gsm8k,T_070,temp,0,gsm8k_proj_172,0,7487 10788 220 16 21 11794 63456 49212 1576 1260 10788 220 18 803 10855 49212 1091 11794 63456 49212 11 773 566 10788 220 16 21 488 220 18 284 220 16 24 10855 49212 13 1260 10788 220 24 16745 16009 49212 1091 10855 49212 11 773 566 10788 220 16 24 481 220 24 284 220 16 15 16009 49212 13 7487 10788 220 16 21 488 220 16 24 488 220 16 15 284 220 19 20 49212 304 678 13 576 4226 374 220 19 20 624 58 14582 60 45 1541 323 88843 525 15826 264 3054 13 27133 1105 11 432 4990 220 23 4115 311 4240 279 3054 13 362 8338 315 279 882 7391 15826 572 553 81834 323 88843 572 8480 369 279 2732 315 279 15826 13 2585 1293 11 304 4420 11 572 88843 15826 5267 58 16141 60 43 14385 27722 369 3054 369 220 23 4115 220 16 608 220 19 284 220 17 4115 13 1096 3363 429 88843 572 15826 369 220 23 481 220 17 284 220 21 4115 13 2055 304 88843 572 15826 369 220 21 353 220 21 15 284 220 18 21 15 4420 13 576 4226 374 220 18 21 15 624 48 25 362 5221 220 16 78531 429 1817 2783 400 18 13 1260 5221 264 220 17 15 4 11089 13 2585 1753 1521 566 2291 369 4297 5267 32 25 576 23069 2783 220 20 353 220 18 284 400,256,1.0,math_reasoning,projected_gsm8k_200,0.7,gsm8k_19
